大陆全网,#genre#
临沭生活,http://qkqxzb.qingk.cn/live/lylsshtv.flv
莱阳新闻综合,http://qkqxzb.qingk.cn/live/laiyangtv1.flv
莱阳民生综艺,http://qkqxzb.qingk.cn/live/laiyangtv2.flv
宁阳综合,http://qkqxzb.qingk.cn/live/nytv1.flv
泰安公共,http://qkqxzb.qingk.cn/live/tatvpublic.flv
泰安科教,http://qkqxzb.qingk.cn/live/tatvdang.flv
郯城二套,http://qkqxzb.qingk.cn/live/sdtctv2.flv
五莲新闻综合,http://qkqxzb.qingk.cn/live/wltvsjt001.flv
夏津综合,http://qkqxzb.qingk.cn/live/xjzh.flv
夏津公共,http://qkqxzb.qingk.cn/live/xjgg.flv
郓城新闻综合,http://24tl.qingk.cn/live/yctv1.flv
郓城民生综艺,http://24tl.qingk.cn/live/yctv2.flv
张店一套,http://qkqxzb.qingk.cn/live/zbtv1.flv
张店二套,http://qkqxzb.qingk.cn/live/zbtv2.flv
乳山生活,http://24tl.qingk.cn/live/rstv2.flv
长岛综合,http://24tl.qingk.cn/live/ytcdzh.flv
诸城新闻综合,http://qkqxzb.qingk.cn/live/zctvxw.flv
生活娱乐,http://qkqxzb.qingk.cn/live/zctvyl.flv
牡丹电视台二套,http://qkqxzb.qingk.cn/live/mdqtv2.flv
定陶新闻,http://24tl.qingk.cn/live/dtxwtv.flv
东营区新闻综合,http://24tl.qingk.cn/live/dyqtvch1.flv
东营区科教影视,http://24tl.qingk.cn/live/dyqtvch2.flv
历城新闻,http://qkqxzb.qingk.cn/live/lcxwpd.flv
历城影视,http://qkqxzb.qingk.cn/live/lcyspd.flv
齐河新闻,http://qkqxzb.qingk.cn/live/qhtv01.flv
齐河党建,http://qkqxzb.qingk.cn/live/qhtv02.flv
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
中牟综合,http://live.dxhmt.cn:9081/tv/10122-1.m3u8
焦作综合,http://218.29.208.43:90/hls/pd1.m3u8
焦作公共,http://218.29.208.43:90/hls/pd2.m3u8
焦作教育,http://218.29.208.43:90/hls/pd3.m3u8
焦作晴彩,http://218.29.208.43:90/hls/pd4.m3u8
沁阳综合,http://live.qinyangtv.com/channel1/sd/live.m3u8
沁阳文化旅游,http://live.qinyangtv.com/channel2/sd/live.m3u8
新密新闻,http://qkqxzb.qingk.cn/live/xinmixinwenzonghe.flv
宝丰二套,http://qkqxzb.qingk.cn/live/baofeng2.flv
汝州生活,http://24tl.qingk.cn/live/rzshtv.flv
汝州党建,http://24tl.qingk.cn/live/rzdjtv.flv
信阳新闻综合,http://qkqxzb.qingk.cn/live/xytv02.flv
信阳公共,http://qkqxzb.qingk.cn/live/xytv01.flv
睛彩信阳,http://qkqxzb.qingk.cn/live/xytv03.flv
信阳狮河,http://qkqxzb.qingk.cn/live/xytv05.flv
信阳平桥,http://qkqxzb.qingk.cn/live/xytv06.flv
西华综合频道,http://38472.hlsplay.aodianyun.com/tv_radio_38472/tv_channel_796.m3u8
建安电视台,http://live.dxhmt.cn:9081/tv/11003-1.m3u8
孟州电视台,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
荥阳新闻,http://qkqxzb.qingk.cn/live/xyzh1.flv
荥阳公共,http://qkqxzb.qingk.cn/live/xyggpd.flv
荥阳影视,http://qkqxzb.qingk.cn/live/xyyspd.flv
陕西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225850/1.m3u8
镇安电视台,http://qkqxzb.qingk.cn/live/zatv-1.flv
旬阳新闻综合,http://24tl.qingk.cn/live/xytv2.flv
旬阳民生文化,http://24tl.qingk.cn/live/xytv1.flv
宝鸡综合,http://qkqxzb.qingk.cn/live/bjtvzh.flv
宝鸡经济,http://qkqxzb.qingk.cn/live/bjtvjj.flv
宝鸡文艺,http://qkqxzb.qingk.cn/live/bjtvwm.flv
礼泉新闻,http://24tl.qingk.cn/live/lqxw.flv
礼泉果乡,http://24tl.qingk.cn/live/lqgx.flv
铜川新闻综合,http://24tl.qingk.cn/live/tctv1.flv
铜川文化娱乐,http://24tl.qingk.cn/live/tctv2.flv
延安综合,http://24tl.qingk.cn/live/yatv.flv
延安公共,http://24tl.qingk.cn/live/yatv2.flv
宝塔电视台,http://24tl.qingk.cn/live/bttv.flv
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
长丰生活影院,http://218.23.114.19:1935/live/yingshi/playlist.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
青阳电视一套,http://111.38.103.210:1935/live/yitao/playlist.m3u8
青阳电视二套,http://111.38.103.210:1935/live/ertao/playlist.m3u8
凤台综合频道,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8
芜湖县新闻综合,http://220.178.172.47:8090/live/ch0.m3u8
芜湖县影视频道,http://220.178.172.47:8090/live/ch1.m3u8
浙江卫视,http://yf-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=7e9de3ece952fb82ea1cfe50b0c86431&t=1577116852
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
浙江经视生活,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471
浙江教育科技,http://yf-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8?k=081fd5478f77ca96d036894bd58f31f7&t=1577153579
浙江影视娱乐,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637
浙江6套,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江留学频道,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江数码,http://yf-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8?k=be3395c0fc4f07f9bc5ca2098d55687f&t=1577153951
杭州HTV-1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州HTV-2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州HTV-3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州HTV-4,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州HTV-5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
甘肃卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=142&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
武汉电视,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
湖北卫视,http://live.cjyun.org/hubeitv/s10008-live-hbws.m3u8
湖北综合,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北经视,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北影视,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北生活,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
公共新闻,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
垄上频道,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
浙江少儿,http://111.40.205.87/PLTV/88888888/224/3221225643/index.m3u8
河北少儿,http://live.wifizs.cn/qdly/sd/live.m3u8#http://weblive.hebtv.com/live/hbse_bq/index.m3u8#http://weblive.hebtv.com/live/hbse_bq/index.m3u8
北京体育,http://stream.guihet.com/tv/116.php?id=003
河北经济,http://ls.qingting.fm/live/4546579.m3u8#http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北公共,http://ls.qingting.fm/live/91019.m3u8#http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
浙江民生,http://ls.qingting.fm/live/23891.m3u8
浙江经济生活,http://ls.qingting.fm/live/1099.m3u8
厦门三套,http://stream.snrtv.com/sxtvs-nl.m3u8
泉州综合,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=002&Provider_id=&Pcontent_id=index.m3u8
阜阳新闻综合,http://219.153.252.50/PLTV/88888888/224/3221225623/chunklist.m3u8#http://120.210.216.73:8080/ysten-business/reallive/fyxwpd/1.m3u8
阜阳公共频道,http://live.zjmc.tv/3/sd/live.m3u8
岳西综合频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8#http://58.243.4.22:1935/live/zonghe/playlist.m3u8
岳西图文频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8#http://58.243.4.22:1935/live/tuwen/playlist.m3u8
萧县新闻综合,http://222.179.155.21:1935/ch0.m3u8
宁德新闻综合,http://119.39.242.52:1935/live/gonggong/playlist.m3u8
宁德公共频道,http://live1.rdxmt.com/shfw/sd/live.m3u8
福安综合,http://dslive.grtn.cn/czzh/sd/live.m3u8#http://r.gslb.lecloud.com/live/hls/2017102030000008116/desc.m3u8
甘南藏语频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8#http://live.gnrtv.com:9600/live/live2/tzwj_video.m3u8
防城港新闻综合,http://219.153.252.50/PLTV/88888888/224/3221225644/chunklist.m3u8#http://221.7.232.46:10190/live/myStream/playlist.m3u8
黔西南综合,http://219.153.252.50/PLTV/88888888/224/3221225638/chunklist.m3u8#http://live.qxndt.com/channel2/sd/live.m3u8
济源电视一套,http://ts2.ijntv.cn/jnse/sd1/live.m3u8#http://218.28.111.98:81/hls/live2.m3u8
黄冈新闻频道,http://hbgt.chinashadt.com:1935/live/stream:gtzh.stream_720p/playlist.m3u8#http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
大冶一套,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=130&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8#http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
大冶二套,http://117.148.187.37/PLTV/88888888/224/3221226461/index.m3u8#http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
湖南经视,http://ls.qingting.fm/live/1207.m3u8
株洲新闻综合,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
东营科教频道,http://111.40.205.76/PLTV/88888888/224/3221225666/index.m3u8
德州新闻频道,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8#http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
宜宾新闻综合,http://217.20.164.181/live/rada480p.stream/playlist.m3u8
阿坝综合频道,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
哆啦A梦,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_duolaameng_1080p_t10/c15_lb_duolaameng_1080p_t10.m3u8
名侦探柯南,http://jvc.flashapp.cn/baiducdnct.inter.iqiyi.com/tslive/c20_lb_mingzhentankenan_720p_t10/c20_lb_mingzhentankenan_720p_t10.m3u8
睡前故事,http://hls-ott-zhibo.wasu.tv/live/332/index.m3u8
儿歌大全,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_ergedaquan_1080p_t10/c15_lb_ergedaquan_1080p_t10.m3u8
北京少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
CCTV-14少儿,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226354/index.m3u8
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8#http://zhjz.chinashadt.com:2036/live/1.stream/chunklist.m3u8
阳泉综合,http://live.yqrtv.com:6505/live/ch1.m3u8#http://124.166.252.222:6505/live/ch1.m3u8
石狮综合,http://218.5.112.180:88/live/dssl/playlist.m3u8#http://218.5.112.180:88/live/dssl/playlist.m3u8#http://yf.m.l.cztv.com/channels/lantian/audio05/128k.m3u8
深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
海口一套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKmL4K2dmqqW7KGgn6uWoqk/playlist.m3u8
海口二套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKiL4K2dmqqW7KGgn6uWoqc/playlist.m3u8
海口三套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKeL4K2dmqqW7KGgn6uWoqU/playlist.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8#http://121.31.30.90:8085/ysten-business/live/hdbeijingstv/1.m3u8
江西新闻HD,http://live02.jxtvcn.com.cn/live-jxtvcn/jxtv07.m3u8
蚌埠公共频道,http://newvod.ahbbtv.com:1935/live/smil:ggpd_copy.smil/playlist.m3u8
阜阳都市频道,http://120.210.216.73:8080/ysten-business/reallive/fydspd/1.m3u8
马鞍山新闻综合,http://live.massp.cn:5011/vod/video_hls/c01.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226275/index.m3u8
肥西综合频道,http://60.168.145.236:1936/live/xinwen/playlist.m3u8
肥西生活频道,http://60.168.145.236:1936/live/movie/playlist.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
浦城电视一套,http://fjpc.chinashadt.com:2036/live/pcxw.stream/playlist.m3u8
浦城电视二套,http://fjpc.chinashadt.com:2036/live/pc2.stream/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
长安公共,http://r.gslb.lecloud.com/live/hls/2018070530000005813/desc.m3u8
秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
承德县新闻,http://r.gslb.lecloud.com/live/hls/2018060630000005i13/desc.m3u8
涉县新闻综合,http://hbsx.chinashadt.com:2036/live/stream:sxzh.stream/playlist.m3u8
涉县文化娱乐,http://hbsx.chinashadt.com:2036/live/stream:sxyl.stream/playlist.m3u8
馆陶美丽乡村,http://hbgt.chinashadt.com:1935/live/stream:mlxc.stream_720p/playlist.m3u8
迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
晋州新闻频道,http://zhjz.chinashadt.com:2036/live/1.stream/playlist.m3u8
深州综合频道,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/playlist.m3u8
郑州影视戏曲,http://218.29.90.216:280/live/s4/index.m3u8
州地铁1频道,http://218.29.90.216:280/live/s1/index.m3u8
郑州地铁2频道,http://218.29.90.216:280/live/s2/index.m3u8#http://117.158.206.60:9080/live/live29_tzwj_500k.m3u8
郑州教育频道,http://218.28.177.199:1935/live/mp4:500k/playlist.m3u8
洛阳综合频道,http://live1.lytv.com.cn:1935/live/LYTV1-2/playlist.m3u8
洛阳科教频道,http://live2.lytv.com.cn:1935/live/LYTV2-1/playlist.m3u8
濮阳公共频道,http://218.29.171.2:380/live/py2/index.m3u8
濮阳睛彩电影,http://218.29.171.2:380/live/py3/index.m3u8
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
孝感新闻综合,http://xiaogan.live.cjyun.org/video/s10139-xg/index.m3u8
利川公共频道,http://lichuan.live.tempsource.cjyun.org/videotmp/s10093-lcgg.m3u8#http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/chunklist_w1847269952_b204800.m3u8
嘉鱼新闻综合,http://jiayu.live.tempsource.cjyun.org/videotmp/s10131-jyzh.m3u8
鹤峰综合频道,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8#http://klmyyun.chinavas.com/hls/fuhai1.m3u8
广水新闻频道,http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8
常德新闻综合,http://218.75.139.74:1935/live/xinwen/playlist.m3u8
常德公共频道,http://218.75.139.74:1935/live/gonggong/playlist.m3u8
衡阳县时政综合,http://bsyll.qingk.cn/live/hyszzhtv/index.m3u8
连云港城市公共,http://bsyll.qingk.cn/live/lygtv2/index.m3u8
江阴民生频道,http://w3.wifijiangyin.com:1936/live/mspd_gq/playlist.m3u8
邳州综合频道,http://stream.pznews.com/pztv1/sd/live.m3u8
萍乡新闻综合,http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8
章丘综合频道,http://live.zhihuizq.com:1935/live/4_channel-0_output-0_live/playlist.m3u8
章丘公共频道,http://live.zhihuizq.com:1935/live/4_channel-1_output-0_live/playlist.m3u8
新泰乡村党建,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
太原新闻,http://sxty.chinashadt.com:2036/zhibo/3.stream/playlist.m3u8
太原城市资讯,http://sxty.chinashadt.com:2036/zhibo/2.stream/playlist.m3u8
阳泉科教,http://124.166.252.222:6505/live/ch2.m3u8
阳泉测试,http://124.166.252.222:6505/live/ch0.m3u8
交城电视台,http://sxjc.chinashadt.com:2036/live/stream:jctv.stream/playlist.m3u8
临县电视台,http://sxlx.chinashadt.com:2036/live/stream:lxtv.stream/playlist.m3u8
石楼综合频道,http://sxll.chinashadt.com:1935/live/sl/playlist.m3u8
遂宁新闻综合,http://snlive.scsntv.com:8091/live/xwzh.m3u8
宣汉新闻综合,http://60.255.77.232/1001/1001.m3u8
宣汉城市公众,http://60.255.77.232/1000/1000.m3u8
大竹新闻综合,http://175.153.153.53:8083/videos/live/50/0/fvfm8SqxEkQGt/fvfm8SqxEkQGt.m3u8
大竹阳光政务,http://175.153.153.53:8083/videos/live/17/51/958cxpfHCjqwj/958cxpfHCjqwj.m3u8
苍溪新闻频道,http://live.sccxtv.com:85/live/xwpd.m3u8
苍溪综合频道,http://live.sccxtv.com:85/live/zhpd.m3u8
昌吉综合频道,http://bsyll.qingk.cn/live/cjzh/index.m3u8
红河州经济生活,http://live.hhtv.cc:9099/ch2/ch2.m3u8
昌宁电视台,http://112.113.134.36:680/live/pc/index.m3u8
嘉善新闻综合,http://116.62.31.234:1935/jsgdxwzh/myStream/playlist.m3u8
嘉善善文化,http://116.62.31.234:1935/jsgdswh/myStream/playlist.m3u8
北仑电视台,http://stream.nbbltv.com/nbbltv1/sd/live.m3u8
青田电视台,http://61.153.68.139:1935/live/live1/playlist.m3u8
慈利新闻综合,http://qkqxzb.qingk.cn/live/cilixwzh.flv
荆门新闻,http://live.jmtv.com.cn/xwzh/sd/live.m3u8
广东房产频道,http://nclive.grtn.cn/fcpd/sd/live.m3u8
济南科教,http://ts4.ijntv.cn/ltv2/sd/live.m3u8?_upt=1f8085ad1578914813
济南新闻,http://qkqxzb.qingk.cn/live/jnxw_sd.flv
德州新闻综合,http://24tl.qingk.cn/live/dzxwzh_sj.flv
惠民公共文化,http://qkqxzb.qingk.cn/live/hmdj.flv
高密新闻综合,http://24tl.qingk.cn/live/gmxw.flv
博兴生活,http://qkqxzb.qingk.cn/live/bxsh.flv
桓台TV一,http://qkqxzb.qingk.cn/live/httv11.flv
桓台TV二,http://qkqxzb.qingk.cn/live/httv12.flv
临沭党建,http://qkqxzb.qingk.cn/live/lylszxtv.flv
泰安综合,http://qkqxzb.qingk.cn/live/tatvnews.flv
郯城一套,http://qkqxzb.qingk.cn/live/sdtctv1.flv
五莲文化旅游,http://qkqxzb.qingk.cn/live/wltvsjt002.flv
周村TV-1,http://24tl.qingk.cn/live/zhoucuntv1.flv
周村TV-2,http://24tl.qingk.cn/live/zhoucuntv2.flv
乳山新闻综合,http://24tl.qingk.cn/live/rstv1.flv
河东综合,http://qkqxzb.qingk.cn/live/linjinghedongtai2.flv
河东影视,http://qkqxzb.qingk.cn/live/linjinghedongtai1.flv
牡丹电视台一套,http://qkqxzb.qingk.cn/live/mdqtv1.flv
东明新闻综合,http://24tl.qingk.cn/live/dmtv1.flv
宝丰一套,http://qkqxzb.qingk.cn/live/baofeng1.flv
宝丰党建,http://qkqxzb.qingk.cn/live/baofeng3.flv
汝州新闻,http://24tl.qingk.cn/live/rzxwtv.flv
汝州文娱,http://24tl.qingk.cn/live/rzkltv.flv
罗山电视台,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
沈丘新闻综合,http://qkqxzb.qingk.cn/live/sqxwzh.flv
沈丘经济生活,http://qkqxzb.qingk.cn/live/sqjjsh.flv
蓝田综合,http://qkqxzb.qingk.cn/live/ltzh.flv
安徽卫视,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
浙江公共频道,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
武汉综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
浙江公共新闻,http://lzlive.vojs.cn/O7QzcMu/92/live.m3u8
东方财经,http://117.169.120.140:8080/live/dongnanstv/.m3u8
厦门四套,http://audiolive.rbc.cn:1935/live/fm1039/96K/tzwj_video.m3u8
阜阳教育频道,http://live.zjmc.tv/1/sd/live.m3u8
滦县综合频道h,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
仙桃新闻综合,http://ivi.bupt.edu.cn/hls/yntv.m3u8
湖南都市,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225672/index.m3u8
东营公共频道,http://111.40.205.76/PLTV/88888888/224/3221225672/index.m3u8
猫和老鼠,http://jcloudcdnct.inter.iqiyi.com/tslive/c19_lb_maohelaoshu_720p_t10/c19_lb_maohelaoshu_720p_t10.m3u8
喜羊羊与灰太狼,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xiyangyang_1080p_t10/c15_lb_xiyangyang_1080p_t10.m3u8
大头儿子小头爸爸,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_datouerzi_1080p_t10/c16_lb_datouerzi_1080p_t10.m3u8
公主城堡,http://hls-ott-zhibo.wasu.tv/live/328/index.m3u8
广东现代教育,http://nclive.grtn.cn/jypd/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
O原創電影,vjms://121.14.222.77:8500/live/cid=236
HBO強檔電影,vjms://121.14.222.77:8500/live/cid=238
HBO溫馨電影,vjms://121.14.222.77:8500/live/cid=181
HBO家庭,vjms://58.215.133.185:8500:3502/live/cid=181
HBO,vjms://121.14.222.77:8500/live/cid=436
TVBS HD,vjms://121.14.222.77:8500/live/cid=349
ELTA體育HD,vjms://121.14.222.77:8500/live/cid=266
東森財經新聞,vjms://121.14.222.77:8500/live/cid=456
國家地理HD,vjms://121.14.222.77:8500/live/cid=115
國家地理野生,vjms://121.14.222.77:8500/live/cid=263
體育博斯高球,vjms://121.14.222.77:8500/live/cid=265
體育ELTA,vjms://121.14.222.77:8500/live/cid=266
體育FOX3HD,vjms://121.14.222.77:8500/live/cid=95
體育FOX2 Sports,vjms://121.14.222.77:8500/live/cid=444
BBC,vjms://121.14.222.77:8500/live/cid=418
湖北区域,#genre#
天映经典HD,p2p://fccsovh.pvbox.live:18912/5b3c4f9b00031383627eef60721e1738
ELTA体育3HD,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts
TVBS新闻台HD,p2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
非凡新闻HD,p2p://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
东森新闻HD,p2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
东森电影HD,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
美亚电影台HD,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
星卫HD电影台,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
纬来电影台HD,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来戏剧HD,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
东森戏剧HD,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
TVBS欢乐台HD,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
TVBS精采台HD,p2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts
东森综合HD,p2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts
中视HD,p2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
民视HD,p2p://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts
JET综合,p2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
宜昌综合频道,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000274.m3u8
美食李子柒,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
武汉新闻综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000215.m3u8
武汉综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活[480*360],http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济[480*360],http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体[1280*720],http://stream.appwuhan.com/5tzb/sd/live.m3u8
湖北综合[1920*1080],http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北影视[785*576],http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北生活[768*576],http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
公共新闻[785*576],http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
垄上频道[785*576],http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
罗田电视,http://luotian.live.cjyun.org/video/s10013-LTZH/index.m3u8
襄阳综合[1280*720],http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
襄阳综合[1024*576],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=46&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
