新闻频道,#genre#
EYETV旅游,p2p://sdgdklwos.finetv.tv:9906/59fd27c4000cb3b102afd41b5cc4003d
亚洲美食,p2p://sdgdklwos.finetv.tv:9906/59fd27e40007382002b04fb323e85206
地理悠人,p2p://sdgdklwos.finetv.tv:9906/59fd2804000a86bb02b0cd8e6fa14a15
罪案侦缉,p2p://sdgdklwos.finetv.tv:9906/59fd2824000df04802b14b7973731f54
探索动力,p2p://sdgdklwos.finetv.tv:9906/59fd2846000cb99902b1cffa3bb33abb
探索夏娃,p2p://sdgdklwos.finetv.tv:9906/59fd286b000e1cdb02b260d1385f3d28
靖天日本台,p2p://sdgdklwos.finetv.tv:9906/59fd2893000bff8802b2fc847a9852a6
台视新闻,p2p://sdgdklwos.finetv.tv:9906/59fd299b00054a3002b7020e67d657e3
世界影城,p2p://sdgdklwos.finetv.tv:9906/59fd29d600014b6302b7e78c36d43070
E!ENTERTAINMENT,p2p://sdgdklwos.finetv.tv:9906/59fd29f4000d9cec02b85fd97aba3e4f
佛卫慈悲台,p2p://sdgdklwos.finetv.tv:9906/59fd2a4f00097fcf02b9c2482e3e76cf
鸿基影剧台,p2p://sdgdklwos.finetv.tv:9906/59fd2a8b000cb57f02baad731b97024c
寰宇新闻台,p2p://sdgdklwos.finetv.tv:9906/59fd2b5e0006d13802bde4340bc41e87
历史频道2,p2p://sdgdklwos.finetv.tv:9906/59fd2b7900012c9002be4c3577197bb9
寰宇财经台,p2p://sdgdklwos.finetv.tv:9906/59fd2b98000b4fba02bec7ed4c560211
阿里郎电视,p2p://sdgdklwos.finetv.tv:9906/59fd303f000e8d8702d0f510645c2ff4
靖天育乐台,p2p://sdgdklwos.finetv.tv:9906/59fd3068000ea26902d195477bc86f19
日舞电影,p2p://sdgdklwos.finetv.tv:9906/59fd30960001991702d2459c74bd52f1
龙华影剧,p2p://sdgdklwos.finetv.tv:9906/59fd30d6000988d702d341a0202638f5
靖天国际台,p2p://sdgdklwos.finetv.tv:9906/59fd32c800056a3402dad9e646096d29
星卫娱乐台,p2p://sdgdklwos.finetv.tv:9906/59fd332000050f8702dc318743ba40af
曼迪日本台,p2p://sdgdklwos.finetv.tv:9906/59fd3343000561bb02dcba5e474715ac
龙华经典,p2p://sdgdklwos.finetv.tv:9906/59fd3363000e740302dd39b062856e0b
靖天映画台,p2p://sdgdklwos.finetv.tv:9906/59fd3565000a788d02e5107642590dce
靖天电影台,p2p://sdgdklwos.finetv.tv:9906/59fd358c00069b9502e5a7d404d940d2
EYETV戏剧,p2p://sdgdklwos.finetv.tv:9906/59fd35bd00061f9e02e6671d60d7011c
靖天戏剧台,p2p://sdgdklwos.finetv.tv:9906/59fd36f80009b75202eb367f603a273f
ELTA体育2台,p2p://sdgdklwos.finetv.tv:9906/59fd37f9000df20002ef2381617811bf
寰宇综合,p2p://sdgdklwos.finetv.tv:9906/59fd383a000db1c102f021590c272f6e
博斯运动,p2p://sdgdklwos.finetv.tv:9906/59fd3861000ae97702f0b8f522337286
龙华戏剧,p2p://sdgdklwos.finetv.tv:9906/59fd38840006b53d02f14094613f7615
龙华偶像,p2p://sdgdklwos.finetv.tv:9906/59fd38a1000ca5a002f1b363682d5b70
MTV ,p2p://sdgdklwos.finetv.tv:9906/59fd38c4000c84ed02f23c1b626a19ac
靖天卡通台,p2p://sdgdklwos.finetv.tv:9906/59fd38e0000de06a02f2a9c951a975a6
八大娱乐台,p2p://sdgdklwos.finetv.tv:9906/59fd38fe000e2eeb02f31f187a8b3f49
TVB星河台,p2p://sdgdklwos.finetv.tv:9906/59fd3f91000c54e4030cccd33c6f6c3c
东森综合,p2p://sdgdklwos.finetv.tv:9906/5a141ade0007bc435f8dff2d5b3453d7
好莱坞电影,p2p://sdgdklwos.finetv.tv:9906/5a141b66000b4be65f90135822b40e43
纬来体育,p2p://sdgdklwos.finetv.tv:9906/5a141bab0009ca9c5f91208265721808
三立台湾台,p2p://sdgdklwos.finetv.tv:9906/5a1425f00009bfad5fb93e0a6f7070c4
纬来日本,p2p://sdgdklwos.finetv.tv:9906/5a142744000f25045fbe6f82276e0d88
寰宇新闻2,p2p://sdgdklwos.finetv.tv:9906/5a142744000f25045fbe6f82276e0d88
纬来日本,p2p://sdgdklwos.finetv.tv:9906/5a142744000f25045fbe6f82276e0d88
东森新闻,p2p://sdgdklwos.finetv.tv:9906/5a1427ee0009fb195fc1064a3af652d1
CHANNEL[5],p2p://sdgdklwos.finetv.tv:9906/5a31fbf500092568d4461abc4b040214
CHANNEL[8],p2p://sdgdklwos.finetv.tv:9906/5a31fc3f000ef04fd4473d4355630850
CHANNEL[U],p2p://sdgdklwos.finetv.tv:9906/5a31fc73000836bdd44806ad15337fe5
TVB武术台,p2p://sdgdklwos.finetv.tv:9906/5a32174e0001f481d4b0ec8f67f06c2b
华纳电视,p2p://sdgdklwos.finetv.tv:9906/5a321796000072dfd4b2057134a263e5
东森幼幼,p2p://sdgdklwos.finetv.tv:9906/5a32188e00095e2bd4b5d0737fe325f5
MOMO亲子台,p2p://sdgdklwos.finetv.tv:9906/5a3b9d400006e7bcf9e47334508c3038
年代新闻,p2p://sdgdklwos.finetv.tv:9906/5a56230e0004af51617ff5935a3e292e
亚洲新闻,p2p://sdgdklwos.finetv.tv:9906/5a56d833000e41286443908c2a501e55
纬来精彩,p2p://sdgdklwos.finetv.tv:9906/5ac5d68600012bae15d868ee776c7fe2
公 视3,p2p://sdgdklwos.finetv.tv:9906/5ac5da01000d09fc15e6046427920804
香港开电视,p2p://sdgdklwos.finetv.tv:9906/5acb61a30004069d2b801ab951492f07
龙华电影,p2p://sdgdklwos.finetv.tv:9906/5acb86bc0005dc212c1104ce762f31f7
澳门莲花,p2p://sdgdklwos.finetv.tv:9906/5acb8740000253a62c1307843e7c4bc3
高清探索,p2p://sdgdklwos.finetv.tv:9906/5acb89750000af6a2c1ba62e06531ad6
星空卫视,p2p://sdgdklwos.finetv.tv:9906/5acb8af3000978192c217c90517245b7
TVB明珠台,p2p://sdgdklwos.finetv.tv:9906/5ad32b590006aefa49ec511272c5262e
VIU TV6,p2p://sdgdklwos.finetv.tv:9906/5ad32bae0001dd1049ed9be114c818f0
信大电视,p2p://sdgdklwos.finetv.tv:9906/5afbd0d7000dfbc54833015a3ca55f37
ASTRO华丽台,p2p://sdgdklwos.finetv.tv:9906/5b04f9000000c2aa6bf8272669213c39
ASTRO小太阳,p2p://sdgdklwos.finetv.tv:9906/5b04f9b200072af66bfae01c7c8f7421
ASTRO欢喜台,p2p://sdgdklwos.finetv.tv:9906/5b04f9f5000224816bfbe48c31ca641f
ASTRO AEC,p2p://sdgdklwos.finetv.tv:9906/5b04fa270009e92c6bfca9d05e723d72
非凡商业台,p2p://sdgdklwos.finetv.tv:9906/5b07a59b0005c8ff766a65e653565438
RTHK31,p2p://sdgdklwos.finetv.tv:9906/5b1ea0dc000bba59d03063fa2f1a513c
RTHK31,p2p://sdgdklwos.finetv.tv:9906/5b1ea0dc000bba59d03063fa2f1a513c
RTHK32,p2p://sdgdklwos.finetv.tv:9906/5b1ea120000af380d0316d6b59657817
RTHK32,p2p://sdgdklwos.finetv.tv:9906/5b1ea120000af380d0316d6b59657817
天映经典台,p2p://sdgdklwos.finetv.tv:9906/5b2e01c400098d0f0c42edad22c37385
天映频道,p2p://sdgdklwos.finetv.tv:9906/5b2f1ee9000d3e3d109cc71f4b240eb3
